Year,UNITID,Level and degree/certificate-seeking status of student,Undergraduate or graduate level of student,Original level of study on survey form,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women,Gender unknown,Another gender,Total of gender unknown and another gender,Total gender reported as one of the mutually exclusive binary categories (Men/Women),Institution name alias,Institution (entity) name,Street address or post office box,City location of institution,State abbreviation,ZIP code,County name,UNITID-1,FIPS state code,Bureau of Economic Analysis (BEA) regions,Name of chief administrator,Title of chief administrator,General information telephone number,Employer Identification Number,Unique Entity Identifier (UEI) Numbers,Office of Postsecondary Education (OPE) ID Number,OPE Title IV eligibility indicator code,Institution's internet website address,Sector of institution,Level of institution,Control of institution,Highest level of offering,Undergraduate offering,Graduate offering,Highest degree offered,Degree-granting status,Historically Black College or University,Institution has hospital,Institution grants a medical degree,Tribal college,Degree of urbanization (Urban-centric locale),Institution open to the general public,Status of institution,UNITID for merged schools,Year institution was deleted from IPEDS,Institution is active in current year,Primarily postsecondary indicator,Postsecondary institution indicator,Institutional Category,Carnegie Classification 2025: Institutional Classification,Land Grant Institution,Institution size category,Multi-institution or multi-campus organization,Name of multi-institution or multi-campus organization,Longitude location of institution,Latitude location of institution
2024,228459,"Part-time students, Graduate","Not applicable, undergraduate detail",Graduate,2091,723,1368,3,0,3,71,30,41,188,52,136,650,197,453,2,2,0,942,331,611,52,19,33,61,26,35,122,66,56,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2024,228459,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail",Undergraduate,867,398,469,0,0,0,41,19,22,64,31,33,376,170,206,0,0,0,310,143,167,29,16,13,44,18,26,3,1,2,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2024,228459,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail",Undergraduate,5824,2567,3257,9,4,5,171,88,83,507,247,260,2562,1066,1496,6,3,3,2293,1026,1267,179,83,96,85,44,41,12,6,6,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,All students total,All students total,Generated total,41676,16564,25112,84,45,39,1122,452,670,3838,1618,2220,16745,6309,10436,45,23,22,16902,6885,10017,1472,551,921,615,228,387,853,453,400,71.0,467.0,538.0,41138.0,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"All students, Undergraduate total",Undergraduate,Undergraduate,36613,14802,21811,79,44,35,972,403,569,3451,1508,1943,15321,5857,9464,35,20,15,14703,6166,8537,1333,511,822,495,185,310,224,108,116,65.0,423.0,488.0,36125.0,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"All students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail",Undergraduate,36613,14802,21811,79,44,35,972,403,569,3451,1508,1943,15321,5857,9464,35,20,15,14703,6166,8537,1333,511,822,495,185,310,224,108,116,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail",Undergraduate,7750,2892,4858,19,8,11,207,78,129,801,331,470,3385,1174,2211,5,2,3,2918,1129,1789,290,111,179,78,33,45,47,26,21,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"All students, Undergraduate, Other degree/certificate-seeking","Not applicable, undergraduate detail",Undergraduate,28863,11910,16953,60,36,24,765,325,440,2650,1177,1473,11936,4683,7253,30,18,12,11785,5037,6748,1043,400,643,417,152,265,177,82,95,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"All students, Graduate",Graduate,Graduate,5063,1762,3301,5,1,4,150,49,101,387,110,277,1424,452,972,10,3,7,2199,719,1480,139,40,99,120,43,77,629,345,284,6.0,44.0,50.0,5013.0,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail",Undergraduate,3739,1712,2027,9,4,5,140,68,72,324,171,153,1491,643,848,8,6,2,1541,714,827,138,59,79,48,23,25,40,24,16,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"All students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail",Undergraduate,25124,10198,14926,51,32,19,625,257,368,2326,1006,1320,10445,4040,6405,22,12,10,10244,4323,5921,905,341,564,369,129,240,137,58,79,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,Full-time students total,"Not applicable, undergraduate detail",Generated total,31633,12500,19133,67,33,34,782,310,472,2914,1227,1687,12689,4691,7998,31,15,16,12772,5212,7560,1144,430,714,494,183,311,740,399,341,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Full-time students, Undergraduate total","Not applicable, undergraduate detail",Undergraduate,28869,11512,17357,63,33,30,707,284,423,2733,1174,1559,11969,4488,7481,22,12,10,11689,4860,6829,1069,406,663,424,161,263,193,94,99,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Full-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail",Undergraduate,28869,11512,17357,63,33,30,707,284,423,2733,1174,1559,11969,4488,7481,22,12,10,11689,4860,6829,1069,406,663,424,161,263,193,94,99,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail",Undergraduate,7420,2733,4687,19,8,11,194,74,120,752,305,447,3224,1099,2125,4,2,2,2828,1081,1747,278,107,171,76,32,44,45,25,20,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail",Undergraduate,21449,8779,12670,44,25,19,513,210,303,1981,869,1112,8745,3389,5356,18,10,8,8861,3779,5082,791,299,492,348,129,219,148,69,79,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Full-time students, Graduate","Not applicable, undergraduate detail",Graduate,2764,988,1776,4,0,4,75,26,49,181,53,128,720,203,517,9,3,6,1083,352,731,75,24,51,70,22,48,547,305,242,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail",Undergraduate,2745,1305,1440,6,3,3,72,37,35,240,132,108,1052,473,579,5,3,2,1191,562,629,108,50,58,37,23,14,34,22,12,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail",Undergraduate,18704,7474,11230,38,22,16,441,173,268,1741,737,1004,7693,2916,4777,13,7,6,7670,3217,4453,683,249,434,311,106,205,114,47,67,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,Part-time students total,"Not applicable, undergraduate detail",Generated total,10043,4064,5979,17,12,5,340,142,198,924,391,533,4056,1618,2438,14,8,6,4130,1673,2457,328,121,207,121,45,76,113,54,59,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Part-time students, Undergraduate total","Not applicable, undergraduate detail",Undergraduate,7744,3290,4454,16,11,5,265,119,146,718,334,384,3352,1369,1983,13,8,5,3014,1306,1708,264,105,159,71,24,47,31,14,17,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
2023,228459,"Part-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail",Undergraduate,7744,3290,4454,16,11,5,265,119,146,718,334,384,3352,1369,1983,13,8,5,3014,1306,1708,264,105,159,71,24,47,31,14,17,,,,,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,Texas State University,601 University Dr,San Marcos,TX,78666,Hays County,228459.0,48.0,6 - Southwest AZ NM OK TX,Kelly Damphousse,President,5122452111.0,746002248.0,HS5HWWK1AAU5,361500.0,Participates in Title IV federal financial aid programs,https://www.txst.edu/,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,Institution is open to the public,Active - institution active,Not applicable,Not applicable,Yes,Primarily postsecondary institution,Active postsecondary institution,"Degree-granting, primarily baccalaureate or above",Mixed-Undergraduate/Graduate-Master's Large/Medium,Not a Land Grant Institution,"20,000 and above",Institution is part of a multi-institution or multi-campus organization,Texas State University System,-97.943029,29.888885
